http_agent,version_release,screen_height,screen_width,model,screen_density_dpi,cpu_support_abis,screen_density
Dalvik/2.1.0 (Linux; U; Android 8.0.0; MI 6 MIUI/9.4.11),8.0.0,1920,1080,MI6,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SHARK MBU-A0 Build/MOBS2108020CN00MR1),11,3120,1440,SHARKMBU-A0,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; RMX2025 Build/RKQ1.201217.002),11,2400,1080,RMX2025,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; ANA-AN00 Build/HUAWEIANA-AN00),10,1560,720,ANA-AN00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 10; SM-N9750 Build/QP1A.190711.020),10,2280,1080,SM-N9750,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 6.0.1; vivo Xplay6L Build/MXB48T),6.0.1,2560,1440,vivoXplay6L,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 9; V1813A Build/P00610),9,1080,2280,V1813A,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1; NG2 Build/LMY47I),5.1,1920,1080,NG2,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; PEDM00 Build/RKQ1.201105.002),11,2412,1080,PEDM00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; MI 9 Build/RKQ1.200826.002),11,2340,1080,MI9,326,"[arm64-v8a, armeabi-v7a, armeabi]",2.0375001
Dalvik/2.1.0 (Linux; U; Android 10; SM-G960U1 Build/QP1A.190711.020),10,2220,1080,SM-G960U1,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; RMX2142 Build/QKQ1.200216.002),10,2400,1080,RMX2142,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-N9860 Build/RP1A.200720.012),11,2316,1080,SM-N9860,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 5.1.1; vivo Y31A Build/LMY47V),5.1.1,960,540,vivoY31A,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LC MIUI/V12.0.3.0.QCDCNXM),10,1600,720,M2006C3LC,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; SM-M3070 Build/QP1A.190711.020),10,2340,1080,SM-M3070,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 5.0.2; ACTOMA ACE Build/LRX22G),5.0.2,1920,1080,ACTOMAACE,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; M2006C3LC MIUI/V12.0.12.0.QCDCNXM),10,1544,720,M2006C3LC,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G9550 Build/NRD90M),7.0,2960,1440,SM-G9550,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 5G MIUI/V12.0.5.0.QGICNXM),10,2400,1080,RedmiK305G,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 7.0; PRA-AL00 Build/HONORPRA-AL00),7.0,1920,1080,PRA-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-G9758 Build/RP1A.200720.012),11,3040,1440,SM-G9758,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 9; Redmi K20 Pro Premium Edition MIUI/V10.4.1.0.PFKCNXM),9,2340,1080,RedmiK20ProPremiumEdition,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; PBEM00 Build/PKQ1.190519.001),9,2340,1080,PBEM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.0; MI MAX MIUI/9.2.28),7.0,1920,1080,MIMAX,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; SM-W2018 Build/PPR1.180610.011),9,1920,1080,SM-W2018,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; MI CC 9 MIUI/20.6.28),10,2340,1080,MICC9,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 5G MIUI/V12.0.5.0.QGICNXM),10,2304,1080,RedmiK305G,454,"[arm64-v8a, armeabi-v7a, armeabi]",2.8375
Dalvik/2.1.0 (Linux; U; Android 10; SM-G6200 Build/QKQ1.200216.002),10,2160,1080,SM-G6200,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 9; MIX 3 MIUI/9.5.17),9,2340,1080,MIX3,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; RMX1901 Build/QKQ1.190918.001),10,2340,1080,RMX1901,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 5G Build/O11019),8.1.0,2244,1080,5G,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; LE2120 Build/RKQ1.201105.002),11,2412,1080,LE2120,380,"[arm64-v8a, armeabi-v7a, armeabi]",2.375
Dalvik/2.1.0 (Linux; U; Android 10; LIO-AN00m Build/HUAWEILIO-AN00m),10,2400,1128,LIO-AN00m,534,"[arm64-v8a, armeabi-v7a, armeabi]",3.3375
Dalvik/2.1.0 (Linux; U; Android 10; ELS-AN00 Build/HUAWEIELS-AN00),10,2640,1200,ELS-AN00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; MI 6X MIUI/V9.5.7.0.ODCCNFA),8.1.0,2160,1080,MI6X,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PEHT00 Build/RKQ1.201217.002),11,2400,1080,PEHT00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 Explorer Edition MIUI/V12.5.1.0.QEHCNXM),10,2248,1080,MI8ExplorerEdition,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 5.1; Motorola One Vision Build/LMY47D),5.1,480,320,MotorolaOneVision,160,"[x86, armeabi-v7a, armeabi]",1
Dalvik/2.1.0 (Linux; U; Android 11; ZTE A2121 Build/RKQ1.210303.002),11,2460,1080,ZTEA2121,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; Mi Note 3 MIUI/V12.0.1.0.PCHCNXM),9,1920,1080,MiNote3,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 5s MIUI/V8.5.6.0.MAGCNED),6.0.1,1920,1080,MI5s,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; H8296 Build/52.0.A.3.84),9,2160,1080,H8296,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; GIONEE S10C Build/NMF26F),7.1.1,1280,720,GIONEES10C,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; PFGM00 Build/RP1A.200720.011),11,2400,1080,PFGM00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; MIX 2S MIUI/V10.3.1.0.PDGCNXM),9,2160,1080,MIX2S,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; PCRM00 Build/QKQ1.200216.002),10,2400,1080,PCRM00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-G9650 Build/R16NW),8.0.0,2960,1440,SM-G9650,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 11; SM-G9810 Build/RP1A.200720.012),11,3200,1440,SM-G9810,600,"[arm64-v8a, armeabi-v7a, armeabi]",3.75
Dalvik/2.1.0 (Linux; U; Android 5.1; tablePC Build/LMY47I),5.1,1280,800,tablePC,240,"[armeabi-v7a, armeabi]",1.5
Dalvik/2.1.0 (Linux; U; Android 10; SM-A5160 Build/QP1A.190711.020),10,2400,1080,SM-A5160,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 11; RMX2071 Build/RKQ1.200710.002),11,2400,1080,RMX2071,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; PCKM80 Build/PPR1.180610.011),9,2340,1080,PCKM80,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; M2007J22C Build/RP1A.200720.011),11,1080,2340,M2007J22C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; SM-G955U1 Build/PPR1.180610.011),9,2220,1080,SM-G955U1,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; MI CC9 Pro MIUI/V11.0.9.0.PFDCNXM),9,2340,1080,MICC9Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; Redmi 8A MIUI/V12.5.1.0.QCPCNXM),10,1520,720,Redmi8A,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; M1852 Build/OPM1.171019.026),8.1.0,2220,1080,M1852,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; PDEM10 Build/RKQ1.200710.002),11,2376,1080,PDEM10,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; XT2125-4 Build/RRN31.Q2-12-14-7),11,2520,1080,XT2125-4,422,"[arm64-v8a, armeabi-v7a, armeabi]",2.6375
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 Pro MIUI/V10.2.6.0.PFHCNXM),9,2340,1080,RedmiNote7Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 7.1.1; ONEPLUS A3010 Build/NMF26F),7.1.1,1920,1080,ONEPLUSA3010,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; RMX2071 Build/RKQ1.200710.002),11,2400,1080,RMX2071,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; CHL-AN00 Build/HONORCHL-AN00),11,2400,1080,CHL-AN00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; CLT-L29 Build/HUAWEICLT-L29),9,2240,1080,CLT-L29,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; AWM-A0 Build/G66T1811290CN00MP2),8.1.0,2160,1080,AWM-A0,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 MIUI/20.8.27),10,2158,1080,MI8,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 SE MIUI/V12.5.1.0.QEBCNXM),10,2158,1080,MI8SE,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 Pro MIUI/V11.0.12.0.QJKCNXM),10,2400,1080,RedmiK30Pro,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 10; RMX3093 Build/QP1A.190711.020),10,2400,1080,RMX3093,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; ANA-TN00 Build/HUAWEIANA-TN00),10,2340,1080,ANA-TN00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; MIX 3 MIUI/20.3.26),10,2340,1080,MIX3,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PELM00 Build/RP1A.200720.011),11,2400,1080,PELM00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 8.1.0; M1852 Build/OPM1.171019.026),8.1.0,2220,1080,M1852,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 11; PEGT10 Build/RKQ1.201217.002),11,2400,1080,PEGT10,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 11; Mi 10 Pro Build/RKQ1.200826.002),11,2340,1080,Mi10Pro,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 11; SM-F907N Build/RP1A.200720.012),11,1960,840,SM-F907N,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 9; 20200519 Build/PPR1.180610.011),9,2244,1080,20200519,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 9; SM-G9600 Build/PPR1.180610.011),9,2960,1440,SM-G9600,640,"[arm64-v8a, armeabi-v7a, armeabi]",4
Dalvik/2.1.0 (Linux; U; Android 10; Mi 10 MIUI/V12.0.11.0.QJBCNXM),10,2340,1080,Mi10,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 10; S88Pro Build/QP1A.190711.020),10,2340,1080,S88Pro,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.2; Redmi 4X MIUI/V11.0.1.0.NAMCNXM),7.1.2,1280,720,Redmi4X,336,"[arm64-v8a, armeabi-v7a, armeabi]",2.1000001
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI NOTE LTE MIUI/V9.2.1.0.MXECNEK),6.0.1,1920,1080,MINOTELTE,440,"[armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 8.1.0; PADT00 Build/O11019),8.1.0,2280,1080,PADT00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V11.0.4.0.QJCCNXM),10,2340,1080,M2004J19C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; Redmi 8A MIUI/V11.0.9.0.PCPCNXM),9,1520,720,Redmi8A,320,"[armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.1.0; Redmi 5 Plus MIUI/V11.0.2.0.OEGCNXM),8.1.0,2160,1080,Redmi5Plus,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 MIUI/V12.0.2.0.QFACNXM),10,2340,1080,MI9,432,"[arm64-v8a, armeabi-v7a, armeabi]",2.7
Dalvik/2.1.0 (Linux; U; Android 10; M2003J15SC MIUI/V12.0.4.0.QJOCNXM),10,2340,1080,M2003J15SC,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; M2002J9E MIUI/V11.0.3.0.QJVCNXM),10,2400,1080,M2002J9E,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; Redmi K30i 5G Build/RKQ1.200826.002),11,2400,1080,RedmiK30i5G,461,"[arm64-v8a, armeabi-v7a, armeabi]",2.8812501
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 8 Pro MIUI/V10.4.9.0.PGGCNXM),9,2264,1080,RedmiNote8Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PEHM00 Build/RKQ1.201217.002),11,1080,2400,PEHM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; PADM00 Build/O11019),8.1.0,2280,1080,PADM00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; 20190325D Build/O11019),8.1.0,1520,720,20190325D,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI M2-801W Build/HUAWEIM2-801W),6.0,1920,1200,HUAWEIM2-801W,400,"[arm64-v8a, armeabi-v7a, armeabi]",2.5
Dalvik/2.1.0 (Linux; U; Android 10; PBCT10 Build/QKQ1.191224.003),10,2340,1080,PBCT10,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 9; AWM-A0 Build/G66T2001130CN00MPP),9,2160,1080,AWM-A0,490,"[arm64-v8a, armeabi-v7a, armeabi]",3.0625
Dalvik/2.1.0 (Linux; U; Android 8.0.0; MIX 2 MIUI/V10.0.1.0.ODECNFH),8.0.0,2160,1080,MIX2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 UD MIUI/V12.5.1.0.QECCNXM),10,2248,1080,MI8UD,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 MIUI/9.9.27),10,2340,1080,MI9,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 5.1; DOOV L7 Build/LMY47D),5.1,1280,720,DOOVL7,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 6.0; ALE-TL00 Build/HuaweiALE-TL00),6.0,1280,720,ALE-TL00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; LDXA-2022 Build/PPR1.180610.011),9,1600,720,LDXA-2022,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 11; SM-G996N Build/RP1A.200720.012),11,2400,1080,SM-G996N,450,"[arm64-v8a, armeabi-v7a, armeabi]",2.8125
Dalvik/2.1.0 (Linux; U; Android 11; RMX3041 Build/RP1A.200720.011),11,2400,1080,RMX3041,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9650 Build/QP1A.190711.020),10,2220,1080,SM-G9650,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 9; SM-G977B Build/PPR1.180610.011),9,3040,1440,SM-G977B,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 10; Redmi K30 MIUI/V12.0.2.0.QGHCNXM),10,2400,1080,RedmiK30,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; TEL-TN00 Build/HONORTEL-TN00),10,2400,1080,TEL-TN00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 11; GM1910 Build/RKQ1.201022.002),11,2340,1080,GM1910,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; MI 9 ROY MIUI/V11.0.5.0.QFACNXM),10,2340,1080,MI9ROY,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PEEM00 Build/RKQ1.201105.002),11,3216,1440,PEEM00,720,"[arm64-v8a, armeabi-v7a, armeabi]",4.5
Dalvik/2.1.0 (Linux; U; Android 11; SM-G7810 Build/RP1A.200720.012),11,2400,1080,SM-G7810,510,"[arm64-v8a, armeabi-v7a, armeabi]",3.1875
Dalvik/2.1.0 (Linux; U; Android 9; MI 6 MIUI/20.2.20),9,1920,1080,MI6,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; SM-G9810 Build/RP1A.200720.012),11,3200,1440,SM-G9810,720,"[arm64-v8a, armeabi-v7a, armeabi]",4.5
Dalvik/2.1.0 (Linux; U; Android 9; Redmi Note 7 Pro MIUI/V11.0.8.0.PFHCNXM),9,2260,1080,RedmiNote7Pro,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; RMX3161 Build/RKQ1.201217.002),11,2400,1080,RMX3161,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; Mi 10 MIUI/V12.0.11.0.QJBCNXM),10,1080,2340,Mi10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; SKW-A0 Build/SKYW1907050CN00MP5),9,2340,1080,SKW-A0,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 7.0; SM-G9250 Build/NRD90M),7.0,2560,1440,SM-G9250,560,"[arm64-v8a, armeabi-v7a, armeabi]",3.5
Dalvik/2.1.0 (Linux; U; Android 6.0; KNT-AL10 Build/HUAWEIKNT-AL10),6.0,1920,1080,KNT-AL10,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 UD MIUI/V12.0.5.0.QECCNXM),10,2248,1080,MI8UD,374,"[arm64-v8a, armeabi-v7a, armeabi]",2.3375
Dalvik/2.1.0 (Linux; U; Android 10; M2004J19C MIUI/V12.0.9.0.QJCCNXM),10,2264,1080,M2004J19C,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 11; PENM00 Build/RKQ1.201105.002),11,2400,1080,PENM00,540,"[arm64-v8a, armeabi-v7a, armeabi]",3.375
Dalvik/2.1.0 (Linux; U; Android 10; MIX 3 MIUI/V11.0.2.0.QEECNXM),10,2340,1080,MIX3,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; EBG-AN00 Build/HUAWEIEBG-AN00),10,1560,720,EBG-AN00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; V1936AL Build/QP1A.190711.020),10,2340,1080,V1936AL,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; J9210 Build/55.2.A.4.191),11,2520,1080,J9210,500,"[arm64-v8a, armeabi-v7a, armeabi]",3.125
Dalvik/2.1.0 (Linux; U; Android 11; MI CC9 Pro Premium Edition Build/RKQ1.200826.002),11,2340,1080,MICC9ProPremiumEdition,469,"[arm64-v8a, armeabi-v7a, armeabi]",2.93125
Dalvik/2.1.0 (Linux; U; Android 10; VCE-TL00 Build/HUAWEIVCE-TL00),10,1540,720,VCE-TL00,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 9; MI 6 MIUI/9.7.11),9,1920,1080,MI6,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; SM-G9730 Build/RP1A.200720.012),11,1520,720,SM-G9730,300,"[arm64-v8a, armeabi-v7a, armeabi]",1.875
Dalvik/2.1.0 (Linux; U; Android 9; MI 9 SE MIUI/V10.3.2.2.P),9,2258,1080,MI9SE,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; GIONEE K40S Build/N6F26Q),7.1.1,1520,720,GIONEEK40S,360,"[arm64-v8a, armeabi-v7a, armeabi]",2.25
Dalvik/2.1.0 (Linux; U; Android 9; SM-G9500 Build/PPR1.180610.011),9,2220,1080,SM-G9500,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 10; ELE-L29 Build/HUAWEIELE-L29),10,2340,1080,ELE-L29,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 11; Redmi K30 5G Build/RKQ1.200826.002),11,2304,1080,RedmiK305G,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; MI 8 UD MIUI/V12.0.5.0.QECCNXM),10,2248,1080,MI8UD,352,"[arm64-v8a, armeabi-v7a, armeabi]",2.2
Dalvik/2.1.0 (Linux; U; Android 8.0.0; SM-C7010 Build/R16NW),8.0.0,1920,1080,SM-C7010,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 8.1.0; vivo Y83A Build/O11019),8.1.0,1520,720,vivoY83A,274,"[arm64-v8a, armeabi-v7a, armeabi]",1.7125
Dalvik/2.1.0 (Linux; U; Android 9; MI 8 SE MIUI/V10.2.2.0.PEBCNXM),9,2244,1080,MI8SE,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 10; HD1900 Build/QKQ1.190716.003),10,2332,1080,HD1900,420,"[arm64-v8a, armeabi-v7a, armeabi]",2.625
Dalvik/2.1.0 (Linux; U; Android 11; RMX2111 Build/RP1A.200720.011),11,2400,1080,RMX2111,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 10; KOZ-AL00 Build/HONORKOZ-AL00),10,1600,720,KOZ-AL00,272,"[arm64-v8a, armeabi-v7a, armeabi]",1.7
Dalvik/2.1.0 (Linux; U; Android 10; TEL-AN00 Build/HONORTEL-AN00),10,2400,1080,TEL-AN00,408,"[arm64-v8a, armeabi-v7a, armeabi]",2.55
Dalvik/2.1.0 (Linux; U; Android 7.1.1; MI MAX 2 MIUI/V9.6.1.0.NDDCNFD),7.1.1,1920,1080,MIMAX2,440,"[arm64-v8a, armeabi-v7a, armeabi]",2.75
Dalvik/2.1.0 (Linux; U; Android 9; V1901A Build/P00610),9,720,1544,V1901A,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 10; SM-G9730 Build/QP1A.190711.020),10,2280,1080,SM-G9730,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
Dalvik/2.1.0 (Linux; U; Android 7.1.1; m12pro Build/N6F26Q),7.1.1,1600,720,m12pro,320,"[arm64-v8a, armeabi-v7a, armeabi]",2
Dalvik/2.1.0 (Linux; U; Android 8.0.0; BND-AL00 Build/HONORBND-AL00),8.0.0,2160,1080,BND-AL00,480,"[arm64-v8a, armeabi-v7a, armeabi]",3
